retriever,method,samples,right_rank,mean_answer_rank,mean_trap_rank,recall@3,violation_rate@3,recall_minus_violation@3,recall@5,violation_rate@5,recall_minus_violation@5,recall@7,violation_rate@7,recall_minus_violation@7,recall@9,violation_rate@9,recall_minus_violation@9,avg_recall_minus_violation,alpha,beta,candidate_top_n
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b0.75,1000,0.726,37.8,60.753,0.914,0.674,0.24,0.94,0.876,0.06399999999999995,0.948,0.898,0.04999999999999993,0.954,0.908,0.04599999999999993,0.09999999999999995,2.0,0.75,5
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c5_a2_b1,1000,0.749,37.789,60.927,0.911,0.623,0.28800000000000003,0.94,0.876,0.06399999999999995,0.948,0.898,0.04999999999999993,0.954,0.908,0.04599999999999993,0.11199999999999996,2.0,1.0,5
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.1,1000,0.702,43.44,66.931,0.179,0.019,0.16,0.253,0.028,0.225,0.337,0.054,0.28300000000000003,0.651,0.279,0.372,0.26,0.0,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.2,1000,0.702,43.44,66.931,0.179,0.019,0.16,0.253,0.028,0.225,0.337,0.054,0.28300000000000003,0.651,0.279,0.372,0.26,0.0,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.3,1000,0.702,43.44,66.931,0.179,0.019,0.16,0.253,0.028,0.225,0.337,0.054,0.28300000000000003,0.651,0.279,0.372,0.26,0.0,0.3,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.5,1000,0.702,43.44,66.931,0.179,0.019,0.16,0.253,0.028,0.225,0.337,0.054,0.28300000000000003,0.651,0.279,0.372,0.26,0.0,0.5,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b0.75,1000,0.702,43.44,66.931,0.179,0.019,0.16,0.253,0.028,0.225,0.337,0.054,0.28300000000000003,0.651,0.279,0.372,0.26,0.0,0.75,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0_b1,1000,0.702,43.44,66.931,0.179,0.019,0.16,0.253,0.028,0.225,0.337,0.054,0.28300000000000003,0.651,0.279,0.372,0.26,0.0,1.0,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.1,1000,0.736,37.812,61.473,0.915,0.659,0.256,0.935,0.72,0.21500000000000008,0.941,0.759,0.18199999999999994,0.951,0.819,0.132,0.19625,0.25,0.1,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.2,1000,0.813,37.88,63.096,0.894,0.436,0.458,0.918,0.516,0.402,0.932,0.586,0.3460000000000001,0.944,0.687,0.2569999999999999,0.36575,0.25,0.2,10
bge-m3-rewriter-gpt4o-mini,score_anti_rrf_no_target_c10_a0.25_b0.3,1000,0.814,40.016,65.688,0.573,0.076,0.49699999999999994,0.664,0.159,0.505,0.746,0.285,0.461,0.868,0.497,0.371,0.4585,0.25,0.3,10
