dataset	split	embedding_model	condition_label	condition	candidate_top_n	beta	samples	recall@3	recall@5	recall@7	recall@9	violation@3	violation@5	violation@7	violation@9	avg_recall	avg_violation	avg_recall_delta	avg_violation_delta	strict_recall_kept_all_k	avg_recall_kept	violation_lower_all_k	avg_violation_lower	mean_answer_rank	mean_trap_rank	recall_delta@3	violation_delta@3	recall_delta@5	violation_delta@5	recall_delta@7	violation_delta@7	recall_delta@9	violation_delta@9
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	0.94	3452	0.7097334878331402	0.7398609501738123	0.7557937427578215	0.7688296639629201	0.0260718424101969	0.0298377752027809	0.0327346465816917	0.033603707995365	0.7435544611819235	0.0305619930475086	-0.1930040556199305	-0.8482039397450752	False	False	True	True	2372.7111819235224	78092.76013904983	-0.2068366164542294	-0.7989571263035921	-0.197856315179606	-0.8490730011587486	-0.1888760139049826	-0.8664542294322132	-0.1784472769409038	-0.8783314020857473
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	0.95	3452	0.7019119351100811	0.7366743916570104	0.7497103128621089	0.7644843568945539	0.0257821552723059	0.0292584009269988	0.0309965237543453	0.0333140208574739	0.7381952491309386	0.0298377752027809	-0.1983632676709154	-0.848928157589803	False	False	True	True	2441.877172653534	78492.38962920046	-0.2146581691772885	-0.7992468134414832	-0.2010428736964078	-0.8496523754345308	-0.1949594438006953	-0.8681923522595596	-0.18279258400927	-0.8786210892236385
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	0.96	3452	0.6958285052143685	0.7317497103128621	0.7453650057937428	0.7578215527230591	0.0254924681344148	0.0278099652375434	0.0307068366164542	0.0327346465816917	0.7326911935110081	0.029185979142526	-0.2038673232908459	-0.8495799536500579	False	False	True	True	2514.993047508691	78877.0695249131	-0.2207415990730011	-0.7995365005793742	-0.2059675550405562	-0.8511008111239862	-0.1993047508690614	-0.8684820393974507	-0.1894553881807648	-0.8792004634994206
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	0.97	3452	0.6897450753186558	0.7247972190034763	0.7395712630359212	0.7520278099652375	0.0252027809965237	0.0272305909617612	0.0304171494785631	0.0312862108922363	0.7265353418308227	0.0285341830822711	-0.2100231749710313	-0.8502317497103128	False	False	True	True	2592.252896871379	79244.7844727694	-0.2268250289687138	-0.7998261877172653	-0.212920046349942	-0.8516801853997683	-0.2050984936268829	-0.8687717265353418	-0.1952491309385863	-0.880648899188876
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	0.98	3452	0.6825028968713789	0.7207415990730012	0.7358053302433372	0.7456546929316339	0.0249130938586326	0.0269409038238702	0.0292584009269988	0.030127462340672	0.7211761297798378	0.0278099652375434	-0.2153823870220161	-0.8509559675550405	False	False	True	True	2673.707705677868	79594.76853997682	-0.2340672074159907	-0.8001158748551563	-0.2169756662804171	-0.8519698725376593	-0.208864426419467	-0.8699304750869061	-0.2016222479721899	-0.8818076477404403
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	0.99	3452	0.6769988412514485	0.7129200463499421	0.7297219003476245	0.7407300115874855	0.0237543453070683	0.026361529548088	0.0283893395133256	0.030127462340672	0.7150926998841252	0.0271581691772885	-0.2214658169177288	-0.8516077636152954	False	False	True	True	2759.4052723059094	79925.966396292	-0.2395712630359211	-0.8012746234067207	-0.2247972190034761	-0.8525492468134416	-0.2149478563151796	-0.8707995365005794	-0.2065469293163383	-0.8818076477404403
ExcluIR	full	text-embedding-3-small	q_target-q_trap	target - beta*q_trap	all	1.0	3452	0.6697566628041715	0.7062572421784473	0.7245075318655851	0.7369640787949016	0.0228852838933951	0.0260718424101969	0.0278099652375434	0.0295480880648899	0.7093713789107764	0.0265787949015063	-0.2271871378910775	-0.8521871378910776	False	False	True	True	2849.321263035921	80237.83777520279	-0.2468134414831981	-0.8021436848203939	-0.2314600231749709	-0.8528389339513326	-0.220162224797219	-0.8713789107763615	-0.2103128621089223	-0.8823870220162224
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.0	3452	0.9203360370799536	0.9325028968713788	0.9406141367323292	0.9452491309385864	0.2815758980301274	0.3461761297798377	0.3815179606025492	0.4099073001158748	0.934675550405562	0.3547943221320973	-0.0065179606025492	-0.5323001158748553	False	False	True	True	113.61471610660486	2091.319524913094	-0.0066628041714948	-0.5506952491309387	-0.007531865585168	-0.5399768250289687	-0.0060834298957126	-0.5266512166859791	-0.0057937427578215	-0.5118771726535342
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.01	3452	0.9200463499420626	0.932213209733488	0.9406141367323292	0.9449594438006952	0.272595596755504	0.3392236384704519	0.3728273464658169	0.3994785631517961	0.9344582850521436	0.3460312862108922	-0.0067352259559675	-0.5410631517960602	False	False	True	True	119.53447276940904	2290.547508690614	-0.0069524913093859	-0.559675550405562	-0.007821552723059	-0.5469293163383546	-0.0060834298957126	-0.5353418308227115	-0.0060834298957125	-0.5223059096176129
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.02	3452	0.9200463499420626	0.9319235225955969	0.9406141367323292	0.944380069524913	0.2644843568945539	0.3302433371958285	0.3647161066048667	0.3887601390498262	0.9342410196987254	0.3370509849362688	-0.0069524913093858	-0.5500434530706837	False	False	True	True	125.89484356894552	2506.244785631518	-0.0069524913093859	-0.5677867902665121	-0.0081112398609501	-0.5559096176129781	-0.0060834298957126	-0.5434530706836617	-0.0066628041714947	-0.5330243337195828
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.03	3452	0.9194669756662804	0.9316338354577056	0.9406141367323292	0.944090382387022	0.2566628041714948	0.3198146002317497	0.3539976825028968	0.3786210892236384	0.9339513325608344	0.327274044032445	-0.0072421784472769	-0.5598203939745076	False	False	True	True	132.6326767091541	2738.393974507532	-0.007531865585168	-0.5756083429895713	-0.0084009269988412	-0.5663383545770568	-0.0060834298957126	-0.5541714947856315	-0.0069524913093858	-0.5431633835457705
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.04	3452	0.9185979142526072	0.9316338354577056	0.9406141367323292	0.944380069524913	0.2459443800695249	0.3122827346465817	0.3464658169177289	0.369640787949015	0.9338064889918888	0.3185834298957126	-0.0073870220162224	-0.5685110081112399	False	False	True	True	139.56575898030127	2989.337195828505	-0.0084009269988413	-0.5863267670915412	-0.0084009269988412	-0.5738702201622248	-0.0060834298957126	-0.5617033603707995	-0.0066628041714947	-0.552143684820394
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.05	3452	0.9185979142526072	0.9310544611819236	0.9409038238702202	0.944090382387022	0.2401506373117033	0.3004055619930475	0.3374855156431054	0.3600811123986095	0.9336616454229432	0.3095307068366164	-0.0075318655851679	-0.5775637311703361	False	False	True	True	146.88904982618772	3258.955098493627	-0.0084009269988413	-0.5921205098493627	-0.0089803012746234	-0.585747392815759	-0.0057937427578215	-0.570683661645423	-0.0069524913093858	-0.5617033603707995
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.06	3452	0.9185979142526072	0.9310544611819236	0.940324449594438	0.944090382387022	0.2349362688296639	0.2922943221320973	0.328505214368482	0.3534183082271147	0.9335168018539978	0.3022885283893395	-0.0076767091541134	-0.584805909617613	False	False	True	True	154.51216685979142	3548.2053881807647	-0.0084009269988413	-0.5973348783314021	-0.0089803012746234	-0.5938586326767092	-0.0063731170336036	-0.5796639629200464	-0.0069524913093858	-0.5683661645422943
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.07	3452	0.9185979142526072	0.9304750869061412	0.940324449594438	0.94351100811124	0.2285631517960602	0.2833140208574739	0.3201042873696408	0.343279258400927	0.9332271147161066	0.2938151796060255	-0.0079663962920045	-0.593279258400927	False	False	True	True	162.47305909617614	3858.057068366165	-0.0084009269988413	-0.6037079953650059	-0.0095596755504056	-0.6028389339513326	-0.0063731170336036	-0.5880648899188876	-0.0075318655851679	-0.578505214368482
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.08	3452	0.917728852838934	0.9298957126303592	0.9397450753186558	0.9438006952491308	0.2227694090382387	0.2780996523754345	0.3108342989571263	0.3354577056778679	0.93279258400927	0.2867902665121669	-0.0084009269988413	-0.6003041714947857	False	False	True	True	170.64831981460023	4189.823001158748	-0.0092699884125145	-0.6095017381228274	-0.0101390498261877	-0.608053302433372	-0.0069524913093859	-0.5973348783314021	-0.0072421784472769	-0.5863267670915411
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.09	3452	0.918018539976825	0.9301853997682504	0.9397450753186558	0.9438006952491308	0.216396292004635	0.2708574739281575	0.3012746234067207	0.3258980301274623	0.9329374275782154	0.2786066048667439	-0.0082560834298958	-0.6084878331402086	False	False	True	True	179.00550405561992	4544.735225955968	-0.0089803012746234	-0.615874855156431	-0.0098493626882966	-0.615295480880649	-0.0069524913093859	-0.6068945538818077	-0.0072421784472769	-0.5958864426419467
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.1	3452	0.9183082271147162	0.9298957126303592	0.9391657010428736	0.9429316338354576	0.2103128621089223	0.2621668597914252	0.2908458864426419	0.3177867902665122	0.9325753186558516	0.2702780996523754	-0.0086181923522595	-0.616816338354577	False	False	True	True	187.61790266512168	4923.164542294322	-0.0086906141367323	-0.6219582850521437	-0.0101390498261877	-0.6239860950173812	-0.007531865585168	-0.6173232908458866	-0.00811123986095	-0.6039976825028968
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.11	3452	0.9188876013904984	0.9296060254924682	0.9385863267670916	0.9423522595596756	0.2027809965237543	0.2543453070683661	0.283603707995365	0.3079374275782155	0.9323580533024334	0.2621668597914253	-0.0088354577056778	-0.6249275782155272	False	False	True	True	196.29953650057936	5326.507821552723	-0.0081112398609501	-0.6294901506373117	-0.0104287369640787	-0.6318076477404404	-0.0081112398609501	-0.6245654692931635	-0.0086906141367323	-0.6138470451911935
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.12	3452	0.9185979142526072	0.9298957126303592	0.9382966396292004	0.9417728852838934	0.1981460023174971	0.2471031286210892	0.2769409038238702	0.298667439165701	0.9321407879490152	0.2552143684820394	-0.0090527230590961	-0.6318800695249132	False	False	True	True	205.1236964078795	5756.141657010428	-0.0084009269988413	-0.634125144843569	-0.0101390498261877	-0.6390498261877173	-0.0084009269988412	-0.6312282734646582	-0.0092699884125144	-0.623117033603708
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.13	3452	0.918018539976825	0.9298957126303592	0.9380069524913094	0.9417728852838934	0.1932213209733488	0.2392815758980301	0.2691193511008111	0.2920046349942062	0.9319235225955969	0.248406720741599	-0.0092699884125143	-0.6386877172653534	False	False	True	True	214.16019698725376	6212.534183082271	-0.0089803012746234	-0.6390498261877173	-0.0101390498261877	-0.6468713789107764	-0.0086906141367323	-0.6390498261877173	-0.0092699884125144	-0.6297798377752027
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.14	3452	0.918018539976825	0.9298957126303592	0.9380069524913094	0.9414831981460025	0.1877172653534183	0.2305909617612977	0.2610081112398609	0.283603707995365	0.931851100811124	0.2407300115874855	-0.0093424101969871	-0.646364426419467	False	False	True	True	223.412224797219	6696.665121668598	-0.0089803012746234	-0.6445538818076477	-0.0101390498261877	-0.6555619930475087	-0.0086906141367323	-0.6471610660486675	-0.0095596755504054	-0.6381807647740441
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.15	3452	0.917728852838934	0.9298957126303592	0.9377172653534184	0.9414831981460025	0.1816338354577056	0.2242178447276941	0.2523174971031286	0.276361529548088	0.9317062572421784	0.2336326767091541	-0.0094872537659328	-0.6534617612977984	False	False	True	True	232.6880069524913	7208.716106604867	-0.0092699884125145	-0.6506373117033604	-0.0101390498261877	-0.6619351100811124	-0.0089803012746234	-0.6558516801853997	-0.0095596755504054	-0.645422943221321
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.16	3452	0.918018539976825	0.929316338354577	0.9374275782155272	0.9409038238702202	0.1767091541135573	0.2198725376593279	0.2468134414831981	0.2670915411355736	0.9314165701042874	0.2276216685979142	-0.0097769409038238	-0.6594727694090383	False	False	True	True	242.2439165701043	7748.3342989571265	-0.0089803012746234	-0.6555619930475087	-0.0107184241019698	-0.6662804171494786	-0.0092699884125144	-0.6613557358053302	-0.0101390498261876	-0.6546929316338355
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.17	3452	0.918018539976825	0.929316338354577	0.9374275782155272	0.9406141367323292	0.1738122827346465	0.212920046349942	0.2392815758980301	0.2601390498261877	0.9313441483198146	0.2215382387022016	-0.0098493626882966	-0.665556199304751	False	False	True	True	251.9852259559676	8317.630359212051	-0.0089803012746234	-0.6584588644264195	-0.0107184241019698	-0.6732329084588644	-0.0092699884125144	-0.6688876013904983	-0.0104287369640787	-0.6616454229432213
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.18	3452	0.9174391657010428	0.929026651216686	0.936558516801854	0.9400347624565468	0.168018539976825	0.2077056778679026	0.2323290845886442	0.2534762456546929	0.9307647740440324	0.2153823870220162	-0.0104287369640787	-0.6717120509849364	False	False	True	True	261.8699304750869	8916.375724217845	-0.0095596755504056	-0.6642526071842411	-0.011008111239861	-0.6784472769409038	-0.0101390498261877	-0.6758400926998842	-0.0110081112398608	-0.668308227114716
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.19	3452	0.918018539976825	0.929316338354577	0.936268829663963	0.9400347624565468	0.1610660486674391	0.2010428736964079	0.2271147161066048	0.246234067207416	0.930909617612978	0.2088644264194669	-0.0102838933951332	-0.6782300115874855	False	False	True	True	272.0353418308227	9545.615585168018	-0.0089803012746234	-0.6712050984936269	-0.0107184241019698	-0.6851100811123987	-0.0104287369640787	-0.6810544611819236	-0.0110081112398608	-0.675550405561993
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.2	3452	0.9188876013904984	0.929026651216686	0.9356894553881808	0.9397450753186558	0.156720741599073	0.1932213209733488	0.2195828505214368	0.2401506373117033	0.9308371958285052	0.2024188876013905	-0.0103563151796061	-0.684675550405562	False	False	True	True	282.4423522595597	10204.805330243336	-0.0081112398609501	-0.6755504055619931	-0.011008111239861	-0.6929316338354577	-0.011008111239861	-0.6885863267670915	-0.011297798377752	-0.6816338354577056
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.21	3452	0.9183082271147162	0.929026651216686	0.9353997682502896	0.9397450753186558	0.1529548088064889	0.1871378910776361	0.2111819235225956	0.2305909617612977	0.9306199304750868	0.1954663962920046	-0.0105735805330243	-0.6916280417149478	False	False	True	True	293.20973348783315	10895.72943221321	-0.0086906141367323	-0.679316338354577	-0.011008111239861	-0.6990150637311704	-0.011297798377752	-0.6969872537659328	-0.011297798377752	-0.6911935110081112
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.22	3452	0.917728852838934	0.929026651216686	0.9348203939745076	0.9397450753186558	0.149478563151796	0.1813441483198146	0.2062572421784472	0.2233487833140208	0.9303302433371958	0.1901071842410197	-0.0108632676709153	-0.6969872537659328	False	False	True	True	304.4296060254925	11617.236964078797	-0.0092699884125145	-0.68279258400927	-0.011008111239861	-0.7048088064889919	-0.0118771726535341	-0.7019119351100811	-0.011297798377752	-0.6984356894553881
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.23	3452	0.9171494785631518	0.9281575898030128	0.9345307068366164	0.9397450753186558	0.1416570104287369	0.1769988412514484	0.1990150637311703	0.2190034762456547	0.9298957126303592	0.1841685979142526	-0.0112977983777521	-0.7029258400926999	False	False	True	True	316.02433371958284	12370.17728852839	-0.0098493626882967	-0.6906141367323291	-0.0118771726535341	-0.709154113557358	-0.0121668597914252	-0.709154113557358	-0.011297798377752	-0.7027809965237544
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.24	3452	0.917728852838934	0.9278679026651216	0.9333719582850522	0.9394553881807648	0.1370220162224797	0.1738122827346465	0.1935110081112398	0.2111819235225956	0.929606025492468	0.1788818076477404	-0.0115874855156431	-0.7082126303592121	False	False	True	True	327.98638470451914	13155.08777520278	-0.0092699884125145	-0.6952491309385864	-0.0121668597914252	-0.71234067207416	-0.0133256083429895	-0.7146581691772885	-0.011587485515643	-0.7106025492468134
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.25	3452	0.9162804171494786	0.9272885283893396	0.9333719582850522	0.9385863267670916	0.1315179606025492	0.1688876013904982	0.1900347624565469	0.2050984936268829	0.9288818076477404	0.1738847045191193	-0.0123117033603706	-0.7132097334878331	False	False	True	True	340.39107763615294	13974.33661645423	-0.0107184241019698	-0.7007531865585168	-0.0127462340672074	-0.7172653534183082	-0.0133256083429895	-0.7181344148319815	-0.0124565469293163	-0.7166859791425261
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.26	3452	0.9162804171494786	0.9269988412514484	0.933082271147161	0.9380069524913094	0.1280417149478563	0.1622247972190034	0.1836616454229432	0.1993047508690614	0.9285921205098494	0.1683082271147161	-0.0126013904982618	-0.7187862108922365	False	False	True	True	353.3279258400927	14824.09762456547	-0.0107184241019698	-0.7042294322132098	-0.0130359212050984	-0.723928157589803	-0.0136152954808806	-0.7245075318655851	-0.0130359212050984	-0.7224797219003476
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.27	3452	0.9157010428736964	0.9264194669756662	0.9325028968713788	0.936558516801854	0.1242757821552723	0.1564310544611819	0.175550405561993	0.1929316338354577	0.9277954808806488	0.1622972190034762	-0.0133980301274623	-0.7247972190034763	False	False	True	True	366.6028389339513	15706.101100811124	-0.0112977983777521	-0.7079953650057937	-0.0136152954808806	-0.7297219003476246	-0.0141946697566628	-0.7326187717265353	-0.0144843568945538	-0.7288528389339513
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.28	3452	0.9154113557358052	0.9261297798377752	0.9319235225955969	0.936558516801854	0.1228273464658169	0.1517960602549246	0.1706257242178447	0.1856894553881807	0.927505793742758	0.1577346465816917	-0.0136877172653533	-0.7293597914252608	False	False	True	True	380.3056199304751	16619.284762456547	-0.0115874855156431	-0.7094438006952491	-0.0139049826187717	-0.7343568945538819	-0.0147740440324449	-0.7375434530706837	-0.0144843568945538	-0.7360950173812282
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.29	3452	0.914542294322132	0.925840092699884	0.9316338354577056	0.9359791425260718	0.1190614136732329	0.1483198146002317	0.1648319814600231	0.1790266512166859	0.9269988412514484	0.1528099652375434	-0.0141946697566627	-0.7342844727694091	False	False	True	True	394.1234067207416	17561.981460023177	-0.0124565469293164	-0.7132097334878332	-0.0141946697566628	-0.7378331402085747	-0.0150637311703359	-0.7433371958285052	-0.0150637311703359	-0.7427578215527231
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.3	3452	0.91396292004635	0.925840092699884	0.9316338354577056	0.9356894553881808	0.1170336037079953	0.1436848203939745	0.160776361529548	0.1729432213209733	0.9267815758980302	0.1486095017381228	-0.0144119351100809	-0.7384849362688297	False	False	True	True	408.4151216685979	18533.510718424102	-0.0130359212050985	-0.7152375434530707	-0.0141946697566628	-0.7424681344148321	-0.0150637311703359	-0.7473928157589803	-0.0153534183082271	-0.7488412514484357
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.31	3452	0.91396292004635	0.925260718424102	0.9304750869061412	0.9351100811123986	0.1150057937427578	0.1390498261877172	0.1581691772885284	0.1700463499420625	0.926202201622248	0.1455677867902665	-0.0149913093858632	-0.741526651216686	False	False	True	True	422.8308227114716	19533.77288528389	-0.0130359212050985	-0.7172653534183082	-0.0147740440324449	-0.7471031286210892	-0.0162224797219003	-0.75	-0.0159327925840092	-0.7517381228273464
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.32	3452	0.9128041714947857	0.925260718424102	0.9304750869061412	0.9342410196987254	0.1126882966396292	0.1347045191193511	0.1520857473928157	0.1633835457705678	0.9256952491309386	0.1407155272305909	-0.0154982618771726	-0.7463789107763615	False	False	True	True	437.36761297798375	20560.57937427578	-0.0141946697566628	-0.7195828505214369	-0.0147740440324449	-0.7514484356894554	-0.0162224797219003	-0.7560834298957126	-0.0168018539976824	-0.7584009269988412
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.33	3452	0.9119351100811124	0.9246813441483198	0.9304750869061412	0.9336616454229432	0.1092120509849362	0.1312282734646581	0.1468713789107763	0.1587485515643105	0.9251882966396292	0.1365150637311703	-0.016005214368482	-0.7505793742757823	False	False	True	True	451.989571263036	21613.17641946697	-0.0150637311703361	-0.7230590961761298	-0.0153534183082271	-0.7549246813441484	-0.0162224797219003	-0.761297798377752	-0.0173812282734645	-0.7630359212050984
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.34	3452	0.910776361529548	0.9238122827346466	0.9304750869061412	0.933082271147161	0.1051564310544611	0.1274623406720741	0.1410776361529548	0.1529548088064889	0.9245365005793742	0.1316628041714947	-0.016657010428737	-0.7554316338354577	False	False	True	True	466.9290266512167	22691.001738122828	-0.0162224797219003	-0.7271147161066049	-0.0162224797219003	-0.7586906141367323	-0.0162224797219003	-0.7670915411355737	-0.0179606025492468	-0.76882966396292
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.35	3452	0.910196987253766	0.9226535341830824	0.9298957126303592	0.93279258400927	0.1037079953650058	0.1219582850521436	0.1387601390498261	0.1488991888760139	0.9238847045191192	0.1283314020857474	-0.0173088064889919	-0.7587630359212052	False	False	True	True	481.9724797219004	23789.924971031287	-0.0168018539976825	-0.7285631517960602	-0.0173812282734646	-0.7641946697566628	-0.0168018539976825	-0.7694090382387022	-0.0182502896871378	-0.7728852838933951
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.36	3452	0.9099073001158748	0.9223638470451913	0.929026651216686	0.9325028968713788	0.1022595596755504	0.1193511008111239	0.1338354577056778	0.1448435689455388	0.9234501738122828	0.1250724217844727	-0.0177433371958285	-0.7620220162224798	False	False	True	True	497.2786790266512	24909.86413673233	-0.0170915411355736	-0.7300115874855156	-0.0176709154113557	-0.7668018539976825	-0.0176709154113557	-0.7743337195828506	-0.0185399768250289	-0.7769409038238702
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.37	3452	0.9096176129779838	0.921494785631518	0.9275782155272306	0.9325028968713788	0.0999420625724217	0.1173232908458864	0.1294901506373117	0.1399188876013904	0.922798377752028	0.1216685979142526	-0.0183951332560833	-0.7654258400926999	False	False	True	True	512.9081691772885	26050.316628041717	-0.0173812282734646	-0.7323290845886443	-0.0185399768250289	-0.7688296639629201	-0.019119351100811	-0.7786790266512167	-0.0185399768250289	-0.7818655851680185
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.38	3452	0.9093279258400928	0.921784472769409	0.9272885283893396	0.9310544611819236	0.097334878331402	0.1147161066048667	0.1257242178447277	0.1358632676709154	0.9223638470451913	0.118409617612978	-0.01882966396292	-0.7686848203939746	False	False	True	True	529.0492468134415	27206.74449594438	-0.0176709154113557	-0.734936268829664	-0.0182502896871379	-0.7714368482039398	-0.0194090382387022	-0.7824449594438008	-0.0199884125144843	-0.7859212050984936
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.39	3452	0.9087485515643106	0.9209154113557358	0.9267091541135574	0.9304750869061412	0.0944380069524913	0.112108922363847	0.1225376593279258	0.1303592120509849	0.9217120509849362	0.1148609501738122	-0.0194814600231749	-0.7722334878331403	False	False	True	True	546.0524333719583	28378.721610660486	-0.0182502896871379	-0.7378331402085748	-0.019119351100811	-0.7740440324449595	-0.0199884125144843	-0.7856315179606026	-0.0205677867902664	-0.791425260718424
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.4	3452	0.9084588644264194	0.9197566628041716	0.9269988412514484	0.9298957126303592	0.0924101969872537	0.1074739281575898	0.1190614136732329	0.1254345307068366	0.9212775202780996	0.1110950173812282	-0.0199159907300116	-0.7759994206257242	False	False	True	True	563.7126303592121	29561.8876013905	-0.018539976825029	-0.7398609501738124	-0.0202780996523754	-0.7786790266512167	-0.0196987253765932	-0.7891077636152956	-0.0211471610660486	-0.7963499420625724
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.41	3452	0.9081691772885284	0.918018539976825	0.925840092699884	0.9298957126303592	0.089803012746234	0.1057358053302433	0.1152954808806488	0.1228273464658169	0.9204808806488992	0.1084154113557357	-0.020712630359212	-0.7786790266512167	False	False	True	True	582.111819235226	30752.9281575898	-0.01882966396292	-0.7424681344148321	-0.0220162224797219	-0.7804171494785632	-0.0208574739281576	-0.7928736964078795	-0.0211471610660486	-0.7989571263035921
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.42	3452	0.9075898030127464	0.917728852838934	0.9243916570104288	0.9298957126303592	0.0886442641946697	0.1042873696407879	0.1118192352259559	0.1199304750869061	0.9199015063731172	0.1061703360370799	-0.0212920046349941	-0.7809241019698726	False	False	True	True	601.3505214368482	31949.37717265353	-0.0194090382387022	-0.7436268829663963	-0.022305909617613	-0.7818655851680185	-0.022305909617613	-0.7963499420625725	-0.0211471610660486	-0.8018539976825029
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.43	3452	0.907010428736964	0.9168597914252608	0.9235225955967556	0.9287369640787948	0.0863267670915411	0.100811123986095	0.1092120509849362	0.115874855156431	0.9190324449594438	0.1030561993047508	-0.0221610660486674	-0.7840382387022017	False	False	True	True	621.3797798377752	33152.26651216686	-0.0199884125144844	-0.7459443800695249	-0.0231749710312861	-0.7853418308227115	-0.0231749710312861	-0.7989571263035922	-0.0223059096176129	-0.805909617612978
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.44	3452	0.906431054461182	0.9162804171494786	0.9226535341830824	0.9281575898030128	0.0831402085747392	0.0982039397450753	0.1066048667439165	0.1135573580533024	0.9183806488991888	0.1003765932792584	-0.0228128621089223	-0.7867178447276941	False	False	True	True	642.396292004635	34358.52954808807	-0.0205677867902666	-0.7491309385863268	-0.0237543453070683	-0.7879490150637312	-0.0240440324449594	-0.8015643105446119	-0.022885283893395	-0.8082271147161065
ExcluIR	full	text-embedding-3-large	q_target-q_trap	target - beta*q_trap	all	0.45	3452	0.9055619930475088	0.9154113557358052	0.9226535341830824	0.9275782155272306	0.0802433371958285	0.0967555040556199	0.1051564310544611	0.1109501738122827	0.9178012746234068	0.098276361529548	-0.0233922363847044	-0.7888180764774044	False	False	True	True	664.3102549246813	35567.07618771726	-0.0214368482039397	-0.7520278099652375	-0.0246234067207415	-0.7893974507531866	-0.0240440324449594	-0.8030127462340673	-0.0234646581691772	-0.8108342989571262
