dataset	split	embedding_model	condition_label	condition	candidate_top_n	beta	samples	recall@3	recall@5	recall@7	recall@9	violation@3	violation@5	violation@7	violation@9	avg_recall	avg_violation	avg_recall_delta	avg_violation_delta	strict_recall_kept_all_k	avg_recall_kept	violation_lower_all_k	avg_violation_lower	mean_answer_rank	mean_trap_rank	recall_delta@3	violation_delta@3	recall_delta@5	violation_delta@5	recall_delta@7	violation_delta@7	recall_delta@9	violation_delta@9
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.1	3452	0.9206257242178448	0.9377172653534184	0.944090382387022	0.9493047508690614	0.7227694090382387	0.7960602549246814	0.8308227114716107	0.850811123986095	0.9379345307068366	0.8001158748551563	0.0013760139049826	-0.0786500579374276	False	True	True	True	52.13122827346466	170.26129779837774	0.004055619930475	-0.1022595596755503	0.0	-0.0828505214368482	-0.0005793742757821	-0.0683661645422942	0.0020278099652375	-0.0611239860950173
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.11	3452	0.9212050984936268	0.9377172653534184	0.9446697566628042	0.9490150637311704	0.7117612977983777	0.7838933951332561	0.8212630359212051	0.8415411355735806	0.9381517960602548	0.7896147161066049	0.0015932792584009	-0.089151216685979	True	True	True	True	52.09183082271147	175.42091541135574	0.0046349942062572	-0.1132676709154113	0.0	-0.0950173812282735	0.0	-0.0779258400926998	0.0017381228273464	-0.0703939745075318
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.12	3452	0.921784472769409	0.9380069524913094	0.9446697566628042	0.9495944380069524	0.7022016222479722	0.772595596755504	0.8108342989571263	0.8308227114716107	0.9385139049826188	0.7791135573580534	0.0019553881807647	-0.0996523754345305	True	True	True	True	52.0811123986095	181.11529548088063	0.0052143684820393	-0.1228273464658168	0.0002896871378911	-0.1063151796060255	0.0	-0.0883545770567786	0.0023174971031286	-0.0811123986095017
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.13	3452	0.9220741599073	0.9385863267670916	0.9446697566628042	0.9493047508690614	0.6932213209733488	0.761297798377752	0.8006952491309386	0.8230011587485515	0.9386587485515644	0.7695538818076477	0.0021002317497103	-0.1092120509849362	True	True	True	True	52.06228273464658	187.4577056778679	0.0055040556199305	-0.1318076477404403	0.0008690614136732	-0.1176129779837775	0.0	-0.0984936268829663	0.0020278099652375	-0.0889339513325608
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.14	3452	0.9229432213209734	0.9388760139049828	0.944090382387022	0.9490150637311704	0.6816338354577057	0.7456546929316339	0.7865005793742758	0.8122827346465817	0.9387311703360371	0.7565179606025494	0.0021726535341831	-0.1222479721900345	False	True	True	True	52.09298957126303	194.61095017381228	0.0063731170336037	-0.1433951332560833	0.0011587485515643	-0.1332560834298957	-0.0005793742757821	-0.1126882966396292	0.0017381228273464	-0.0996523754345306
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.15	3452	0.9229432213209734	0.9382966396292004	0.944380069524913	0.9487253765932792	0.6688876013904983	0.7346465816917729	0.7754924681344149	0.798667439165701	0.9385863267670916	0.7444235225955969	0.0020278099652375	-0.1343424101969871	False	True	True	True	52.1364426419467	202.630359212051	0.0063731170336037	-0.1561413673232907	0.0005793742757822	-0.1442641946697567	-0.0002896871378911	-0.1236964078794901	0.0014484356894554	-0.1132676709154113
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.16	3452	0.9226535341830824	0.9377172653534184	0.944380069524913	0.948435689455388	0.6538238702201622	0.7247972190034763	0.7627462340672074	0.7859212050984936	0.9382966396292004	0.7318221320973348	0.0017381228273465	-0.1469438006952491	False	True	True	True	52.17786790266512	211.46320973348784	0.0060834298957126	-0.1712050984936268	0.0	-0.1541135573580533	-0.0002896871378911	-0.1364426419466975	0.0011587485515642	-0.1260139049826187
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.17	3452	0.9223638470451913	0.937137891077636	0.9438006952491308	0.9481460023174972	0.6413673232908459	0.712630359212051	0.7502896871378911	0.7731749710312862	0.937862108922364	0.7193655851680185	0.0013035921205099	-0.1594003476245654	False	True	True	True	52.26100811123986	221.41367323290845	0.0057937427578215	-0.1836616454229431	-0.0005793742757821	-0.1662804171494786	-0.0008690614136732	-0.1488991888760138	0.0008690614136732	-0.1387601390498262
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.18	3452	0.9226535341830824	0.9374275782155272	0.9438006952491308	0.947566628041715	0.6289107763615296	0.7001738122827347	0.7392815758980301	0.7644843568945539	0.9378621089223638	0.7082126303592121	0.0013035921205097	-0.1705533024333718	False	True	True	True	52.36123986095017	232.5553302433372	0.0060834298957126	-0.1961181923522594	-0.000289687137891	-0.1787369640787949	-0.0008690614136732	-0.1599073001158748	0.0002896871378911	-0.1474507531865585
ExcluIR	full	text-embedding-3-small	baseline-q_trap	baseline - beta*q_trap	all	0.19	3452	0.9223638470451913	0.9377172653534184	0.9438006952491308	0.947566628041715	0.6112398609501738	0.6880069524913094	0.7279837775202781	0.7546349942062572	0.9378621089223638	0.6954663962920046	0.0013035921205097	-0.1832995365005794	False	True	True	True	52.47943221320973	245.0596755504056	0.0057937427578215	-0.2137891077636152	0.0	-0.1909038238702202	-0.0008690614136732	-0.1712050984936268	0.0002896871378911	-0.1573001158748551
