retriever,method,samples,right_rank,mean_answer_rank,mean_trap_rank,recall@3,violation_rate@3,recall_minus_violation@3,recall@5,violation_rate@5,recall_minus_violation@5,recall@7,violation_rate@7,recall_minus_violation@7,recall@9,violation_rate@9,recall_minus_violation@9,avg_recall_minus_violation,alpha,gamma,beta,candidate_top_n
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c20_g2_b0.5,1000,0.902,24.665,53.996,0.909,0.159,0.75,0.924,0.202,0.722,0.93,0.229,0.7010000000000001,0.935,0.258,0.677,0.7125,2.0,2.0,0.5,20
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g0.5_b0.1,1000,0.922,287.093,9599.269,0.911,0.167,0.744,0.922,0.208,0.7140000000000001,0.928,0.231,0.6970000000000001,0.931,0.242,0.6890000000000001,0.7110000000000001,0.5,0.5,0.1,all
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g1_b0.2,1000,0.922,287.093,9599.269,0.911,0.167,0.744,0.922,0.208,0.7140000000000001,0.928,0.231,0.6970000000000001,0.931,0.242,0.6890000000000001,0.7110000000000001,1.0,1.0,0.2,all
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g1.5_b0.3,1000,0.922,287.093,9599.269,0.911,0.167,0.744,0.922,0.208,0.7140000000000001,0.928,0.231,0.6970000000000001,0.931,0.242,0.6890000000000001,0.7110000000000001,1.5,1.5,0.3,all
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c20_g0.75_b0.5,1000,0.92,26.218,56.776,0.734,0.074,0.66,0.796,0.095,0.7010000000000001,0.829,0.106,0.723,0.866,0.118,0.748,0.708,0.75,0.75,0.5,20
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c20_g1.5_b1,1000,0.92,26.218,56.776,0.734,0.074,0.66,0.796,0.095,0.7010000000000001,0.829,0.106,0.723,0.866,0.118,0.748,0.708,1.5,1.5,1.0,20
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c10_g1_b0.75,1000,0.921,25.633,49.03,0.716,0.071,0.645,0.819,0.104,0.715,0.893,0.139,0.754,0.941,0.228,0.713,0.70675,1.0,1.0,0.75,10
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g2_b0.3,1000,0.919,238.11,7410.372,0.914,0.181,0.7330000000000001,0.925,0.227,0.6980000000000001,0.93,0.245,0.685,0.934,0.269,0.665,0.69525,2.0,2.0,0.3,all
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c10_g0.25_b0.1,1000,0.906,24.562,48.315,0.898,0.133,0.765,0.923,0.176,0.7470000000000001,0.94,0.23,0.71,0.944,0.385,0.5589999999999999,0.6952499999999999,0.25,0.25,0.1,10
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c10_g0.5_b0.2,1000,0.906,24.562,48.315,0.898,0.133,0.765,0.923,0.176,0.7470000000000001,0.94,0.23,0.71,0.944,0.385,0.5589999999999999,0.6952499999999999,0.5,0.5,0.2,10
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c10_g0.75_b0.3,1000,0.906,24.562,48.315,0.898,0.133,0.765,0.923,0.176,0.7470000000000001,0.94,0.23,0.71,0.944,0.385,0.5589999999999999,0.6952499999999999,0.75,0.75,0.3,10
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c20_g0.5_b0.1,1000,0.901,24.63,53.546,0.913,0.174,0.7390000000000001,0.926,0.221,0.7050000000000001,0.931,0.251,0.68,0.939,0.283,0.6559999999999999,0.6950000000000001,0.5,0.5,0.1,20
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c20_g1_b0.2,1000,0.901,24.63,53.546,0.913,0.174,0.7390000000000001,0.926,0.221,0.7050000000000001,0.931,0.251,0.68,0.939,0.283,0.6559999999999999,0.6950000000000001,1.0,1.0,0.2,20
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c20_g1.5_b0.3,1000,0.901,24.63,53.546,0.913,0.174,0.7390000000000001,0.926,0.221,0.7050000000000001,0.931,0.251,0.68,0.939,0.283,0.6559999999999999,0.6950000000000001,1.5,1.5,0.3,20
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g0.75_b0.1,1000,0.919,222.484,6796.149,0.916,0.188,0.728,0.925,0.232,0.6930000000000001,0.93,0.25,0.68,0.935,0.275,0.66,0.69025,0.75,0.75,0.1,all
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g1.5_b0.2,1000,0.919,222.484,6796.149,0.916,0.188,0.728,0.925,0.232,0.6930000000000001,0.93,0.25,0.68,0.935,0.275,0.66,0.69025,1.5,1.5,0.2,all
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c10_g2_b0.75,1000,0.905,24.536,48.255,0.904,0.137,0.767,0.924,0.187,0.7370000000000001,0.941,0.236,0.705,0.945,0.394,0.5509999999999999,0.69,2.0,2.0,0.75,10
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_c10_g0.25_b0.2,1000,0.921,25.938,49.111,0.666,0.061,0.605,0.777,0.09,0.687,0.874,0.127,0.747,0.941,0.224,0.717,0.6890000000000001,0.25,0.25,0.2,10
text-embedding-3-small-rewriter-gpt4o-mini-target-minus-trap,score_target_minus_trap_call_g1_b0.1,1000,0.916,192.514,5714.028,0.915,0.198,0.7170000000000001,0.927,0.243,0.684,0.929,0.265,0.664,0.938,0.291,0.647,0.6780000000000002,1.0,1.0,0.1,all
