retriever,method,samples,recall@3,violation_rate@3,mean_answer_rank,mean_trap_rank,variant,alpha,beta,margin,threshold,candidate_top_n
bm25,hinge_score_c5_a0_b1_m0.05_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,1.0,0.05,0.0,5
bm25,hinge_score_c5_a0_b1_m0.1_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,1.0,0.1,0.0,5
bm25,hinge_score_c5_a0_b1_m0.2_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,1.0,0.2,0.0,5
bm25,hinge_score_c5_a0_b1_m0.3_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,1.0,0.3,0.0,5
bm25,hinge_score_c5_a0_b1.5_m0_t0,50,0.86,0.86,6.12,6.4,hinge,0.0,1.5,0.0,0.0,5
bm25,hinge_score_c5_a0_b1.5_m0.05_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,1.5,0.05,0.0,5
bm25,hinge_score_c5_a0_b1.5_m0.1_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,1.5,0.1,0.0,5
bm25,hinge_score_c5_a0_b1.5_m0.2_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,1.5,0.2,0.0,5
bm25,hinge_score_c5_a0_b1.5_m0.3_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,1.5,0.3,0.0,5
bm25,hinge_score_c5_a0_b2_m0_t0,50,0.86,0.86,6.12,6.4,hinge,0.0,2.0,0.0,0.0,5
bm25,hinge_score_c5_a0_b2_m0.05_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,2.0,0.05,0.0,5
bm25,hinge_score_c5_a0_b2_m0.1_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,2.0,0.1,0.0,5
bm25,hinge_score_c5_a0_b2_m0.2_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,2.0,0.2,0.0,5
bm25,hinge_score_c5_a0_b2_m0.3_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,2.0,0.3,0.0,5
bm25,hinge_score_c5_a0_b3_m0_t0,50,0.86,0.86,6.1,6.44,hinge,0.0,3.0,0.0,0.0,5
bm25,hinge_score_c5_a0_b3_m0.05_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,3.0,0.05,0.0,5
bm25,hinge_score_c5_a0_b3_m0.1_t0,50,0.86,0.86,6.16,6.36,hinge,0.0,3.0,0.1,0.0,5
bm25,hinge_score_c5_a0_b3_m0.2_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,3.0,0.2,0.0,5
bm25,hinge_score_c5_a0_b3_m0.3_t0,50,0.88,0.86,6.12,6.36,hinge,0.0,3.0,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b0.25_m0_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.25,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b0.25_m0.05_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.25,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b0.25_m0.1_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.25,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b0.25_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.25,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b0.25_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.25,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b0.5_m0_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.5,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b0.5_m0.05_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.5,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b0.5_m0.1_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.5,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b0.5_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.5,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b0.5_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.5,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b0.75_m0_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.75,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b0.75_m0.05_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.75,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b0.75_m0.1_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,0.75,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b0.75_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.75,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b0.75_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,0.75,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b1_m0_t0,50,0.9,0.86,6.04,6.38,hinge,0.25,1.0,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b1_m0.05_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,1.0,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b1_m0.1_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,1.0,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b1_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,1.0,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b1_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,1.0,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b1.5_m0_t0,50,0.88,0.86,6.06,6.4,hinge,0.25,1.5,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b1.5_m0.05_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,1.5,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b1.5_m0.1_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,1.5,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b1.5_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,1.5,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b1.5_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,1.5,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b2_m0_t0,50,0.88,0.86,6.06,6.4,hinge,0.25,2.0,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b2_m0.05_t0,50,0.88,0.86,6.1,6.36,hinge,0.25,2.0,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b2_m0.1_t0,50,0.9,0.86,6.08,6.34,hinge,0.25,2.0,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b2_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,2.0,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b2_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,2.0,0.3,0.0,5
bm25,hinge_score_c5_a0.25_b3_m0_t0,50,0.88,0.86,6.04,6.42,hinge,0.25,3.0,0.0,0.0,5
bm25,hinge_score_c5_a0.25_b3_m0.05_t0,50,0.88,0.86,6.1,6.36,hinge,0.25,3.0,0.05,0.0,5
bm25,hinge_score_c5_a0.25_b3_m0.1_t0,50,0.88,0.86,6.1,6.36,hinge,0.25,3.0,0.1,0.0,5
bm25,hinge_score_c5_a0.25_b3_m0.2_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,3.0,0.2,0.0,5
bm25,hinge_score_c5_a0.25_b3_m0.3_t0,50,0.9,0.86,6.06,6.36,hinge,0.25,3.0,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b0.25_m0_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.25,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b0.25_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.25,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b0.25_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.25,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b0.25_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.25,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b0.25_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.25,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b0.5_m0_t0,50,0.92,0.86,6.06,6.34,hinge,0.5,0.5,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b0.5_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.5,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b0.5_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.5,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b0.5_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.5,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b0.5_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.5,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b0.75_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.5,0.75,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b0.75_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.75,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b0.75_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.75,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b0.75_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.75,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b0.75_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,0.75,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b1_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.5,1.0,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b1_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.0,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b1_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.0,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b1_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.0,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b1_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.0,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b1.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.5,1.5,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b1.5_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.5,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b1.5_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.5,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b1.5_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.5,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b1.5_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,1.5,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b2_m0_t0,50,0.92,0.86,6.04,6.38,hinge,0.5,2.0,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b2_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,2.0,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b2_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,2.0,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b2_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,2.0,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b2_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,2.0,0.3,0.0,5
bm25,hinge_score_c5_a0.5_b3_m0_t0,50,0.9,0.86,6.04,6.4,hinge,0.5,3.0,0.0,0.0,5
bm25,hinge_score_c5_a0.5_b3_m0.05_t0,50,0.9,0.86,6.1,6.34,hinge,0.5,3.0,0.05,0.0,5
bm25,hinge_score_c5_a0.5_b3_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,3.0,0.1,0.0,5
bm25,hinge_score_c5_a0.5_b3_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,3.0,0.2,0.0,5
bm25,hinge_score_c5_a0.5_b3_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.5,3.0,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b0.25_m0_t0,50,0.92,0.86,6.06,6.34,hinge,0.75,0.25,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b0.25_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.25,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b0.25_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.25,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b0.25_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.25,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b0.25_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.25,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b0.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.75,0.5,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b0.5_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.5,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b0.5_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.5,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b0.5_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.5,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b0.5_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.5,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b0.75_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.75,0.75,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b0.75_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.75,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b0.75_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.75,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b0.75_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.75,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b0.75_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,0.75,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b1_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.75,1.0,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b1_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.0,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b1_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.0,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b1_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.0,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b1_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.0,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b1.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.75,1.5,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b1.5_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.5,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b1.5_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.5,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b1.5_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.5,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b1.5_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,1.5,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b2_m0_t0,50,0.92,0.86,6.04,6.36,hinge,0.75,2.0,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b2_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,2.0,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b2_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,2.0,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b2_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,2.0,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b2_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,2.0,0.3,0.0,5
bm25,hinge_score_c5_a0.75_b3_m0_t0,50,0.9,0.86,6.04,6.4,hinge,0.75,3.0,0.0,0.0,5
bm25,hinge_score_c5_a0.75_b3_m0.05_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,3.0,0.05,0.0,5
bm25,hinge_score_c5_a0.75_b3_m0.1_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,3.0,0.1,0.0,5
bm25,hinge_score_c5_a0.75_b3_m0.2_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,3.0,0.2,0.0,5
bm25,hinge_score_c5_a0.75_b3_m0.3_t0,50,0.92,0.86,6.08,6.32,hinge,0.75,3.0,0.3,0.0,5
bm25,hinge_score_c5_a1_b0.25_m0_t0,50,0.92,0.86,6.04,6.36,hinge,1.0,0.25,0.0,0.0,5
bm25,hinge_score_c5_a1_b0.25_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.25,0.05,0.0,5
bm25,hinge_score_c5_a1_b0.25_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.25,0.1,0.0,5
bm25,hinge_score_c5_a1_b0.25_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.25,0.2,0.0,5
bm25,hinge_score_c5_a1_b0.25_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.25,0.3,0.0,5
bm25,hinge_score_c5_a1_b0.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge,1.0,0.5,0.0,0.0,5
bm25,hinge_score_c5_a1_b0.5_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.5,0.05,0.0,5
bm25,hinge_score_c5_a1_b0.5_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.5,0.1,0.0,5
bm25,hinge_score_c5_a1_b0.5_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.5,0.2,0.0,5
bm25,hinge_score_c5_a1_b0.5_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.5,0.3,0.0,5
bm25,hinge_score_c5_a1_b0.75_m0_t0,50,0.92,0.86,6.04,6.36,hinge,1.0,0.75,0.0,0.0,5
bm25,hinge_score_c5_a1_b0.75_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.75,0.05,0.0,5
bm25,hinge_score_c5_a1_b0.75_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.75,0.1,0.0,5
bm25,hinge_score_c5_a1_b0.75_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.75,0.2,0.0,5
bm25,hinge_score_c5_a1_b0.75_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,0.75,0.3,0.0,5
bm25,hinge_score_c5_a1_b1_m0_t0,50,0.92,0.86,6.04,6.36,hinge,1.0,1.0,0.0,0.0,5
bm25,hinge_score_c5_a1_b1_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.0,0.05,0.0,5
bm25,hinge_score_c5_a1_b1_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.0,0.1,0.0,5
bm25,hinge_score_c5_a1_b1_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.0,0.2,0.0,5
bm25,hinge_score_c5_a1_b1_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.0,0.3,0.0,5
bm25,hinge_score_c5_a1_b1.5_m0_t0,50,0.92,0.86,6.04,6.36,hinge,1.0,1.5,0.0,0.0,5
bm25,hinge_score_c5_a1_b1.5_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.5,0.05,0.0,5
bm25,hinge_score_c5_a1_b1.5_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.5,0.1,0.0,5
bm25,hinge_score_c5_a1_b1.5_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.5,0.2,0.0,5
bm25,hinge_score_c5_a1_b1.5_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,1.5,0.3,0.0,5
bm25,hinge_score_c5_a1_b2_m0_t0,50,0.92,0.86,6.02,6.38,hinge,1.0,2.0,0.0,0.0,5
bm25,hinge_score_c5_a1_b2_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,2.0,0.05,0.0,5
bm25,hinge_score_c5_a1_b2_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,2.0,0.1,0.0,5
bm25,hinge_score_c5_a1_b2_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,2.0,0.2,0.0,5
bm25,hinge_score_c5_a1_b2_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,2.0,0.3,0.0,5
bm25,hinge_score_c5_a1_b3_m0_t0,50,0.92,0.86,6.02,6.38,hinge,1.0,3.0,0.0,0.0,5
bm25,hinge_score_c5_a1_b3_m0.05_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,3.0,0.05,0.0,5
bm25,hinge_score_c5_a1_b3_m0.1_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,3.0,0.1,0.0,5
bm25,hinge_score_c5_a1_b3_m0.2_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,3.0,0.2,0.0,5
bm25,hinge_score_c5_a1_b3_m0.3_t0,50,0.92,0.86,6.06,6.34,hinge,1.0,3.0,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b0.25_m0_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.25,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b0.25_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.25,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b0.25_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.25,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b0.25_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.25,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b0.25_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.25,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b0.5_m0_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.5,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b0.5_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.5,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b0.5_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.5,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b0.5_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.5,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b0.5_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.5,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b0.75_m0_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.75,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b0.75_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.75,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b0.75_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.75,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b0.75_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.75,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b0.75_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,0.75,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b1_m0_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.0,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b1_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.0,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b1_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.0,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b1_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.0,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b1_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.0,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b1.5_m0_t0,50,0.92,0.88,6.0,6.32,hinge,1.5,1.5,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b1.5_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.5,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b1.5_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.5,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b1.5_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.5,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b1.5_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,1.5,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b2_m0_t0,50,0.92,0.88,6.0,6.32,hinge,1.5,2.0,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b2_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,2.0,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b2_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,2.0,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b2_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,2.0,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b2_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,2.0,0.3,0.0,5
bm25,hinge_score_c5_a1.5_b3_m0_t0,50,0.92,0.88,6.0,6.32,hinge,1.5,3.0,0.0,0.0,5
bm25,hinge_score_c5_a1.5_b3_m0.05_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,3.0,0.05,0.0,5
bm25,hinge_score_c5_a1.5_b3_m0.1_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,3.0,0.1,0.0,5
bm25,hinge_score_c5_a1.5_b3_m0.2_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,3.0,0.2,0.0,5
bm25,hinge_score_c5_a1.5_b3_m0.3_t0,50,0.92,0.88,6.02,6.3,hinge,1.5,3.0,0.3,0.0,5
bm25,hinge_score_c5_a2_b0.25_m0_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.25,0.0,0.0,5
bm25,hinge_score_c5_a2_b0.25_m0.05_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.25,0.05,0.0,5
bm25,hinge_score_c5_a2_b0.25_m0.1_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.25,0.1,0.0,5
bm25,hinge_score_c5_a2_b0.25_m0.2_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.25,0.2,0.0,5
bm25,hinge_score_c5_a2_b0.25_m0.3_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.25,0.3,0.0,5
bm25,hinge_score_c5_a2_b0.5_m0_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.5,0.0,0.0,5
bm25,hinge_score_c5_a2_b0.5_m0.05_t0,50,0.92,0.88,6.02,6.28,hinge,2.0,0.5,0.05,0.0,5
