embedding_model,condition,candidate_top_n,beta,samples,mean_answer_rank,mean_trap_rank,recall@3,violation@3,recall_delta@3,violation_delta@3,recall@5,violation@5,recall_delta@5,violation_delta@5,recall@7,violation@7,recall_delta@7,violation_delta@7,recall@9,violation@9,recall_delta@9,violation_delta@9,avg_recall,avg_violation,avg_recall_delta,avg_violation_delta,strict_recall_kept_all_k,avg_recall_kept,violation_lower_all_k,avg_violation_lower
text-embedding-3-small,baseline - beta*q_trap,all,0.00,323,2.486068111455108,1.4489164086687307,0.9566563467492261,0.9814241486068112,0.0,0.0,0.9721362229102167,0.9938080495356038,0.0,0.0,0.978328173374613,0.9969040247678018,0.0,0.0,0.9845201238390093,0.9969040247678018,0.0,0.0,0.9729102167182662,0.9922600619195047,0.0,0.0,True,True,False,False
text-embedding-3-small,baseline - beta*q_trap,all,0.01,323,2.4922600619195046,1.4643962848297214,0.9566563467492261,0.9814241486068112,0.0,0.0,0.9721362229102167,0.9907120743034056,0.0,-0.003095975232198178,0.978328173374613,0.9969040247678018,0.0,0.0,0.9845201238390093,0.9969040247678018,0.0,0.0,0.9729102167182662,0.9914860681114551,0.0,-0.0007739938080495445,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.02,323,2.498452012383901,1.4643962848297214,0.9566563467492261,0.9814241486068112,0.0,0.0,0.9721362229102167,0.9907120743034056,0.0,-0.003095975232198178,0.978328173374613,0.9969040247678018,0.0,0.0,0.9845201238390093,0.9969040247678018,0.0,0.0,0.9729102167182662,0.9914860681114551,0.0,-0.0007739938080495445,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.03,323,2.486068111455108,1.4953560371517027,0.9566563467492261,0.9814241486068112,0.0,0.0,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.978328173374613,0.9938080495356038,0.0,-0.003095975232198067,0.9845201238390093,0.9969040247678018,0.0,0.0,0.9729102167182662,0.989938080495356,0.0,-0.0023219814241486336,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.04,323,2.476780185758514,1.5108359133126934,0.9597523219814241,0.978328173374613,0.003095975232198067,-0.003095975232198178,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.978328173374613,0.9938080495356038,0.0,-0.003095975232198067,0.9876160990712074,0.9969040247678018,0.003095975232198067,0.0,0.9744582043343653,0.9891640866873065,0.001547987616099089,-0.003095975232198178,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.05,323,2.473684210526316,1.5263157894736843,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.978328173374613,0.9938080495356038,0.0,-0.003095975232198067,0.9876160990712074,0.9969040247678018,0.003095975232198067,0.0,0.9744582043343653,0.9883900928792569,0.001547987616099089,-0.0038699690402477227,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.06,323,2.4705882352941178,1.5325077399380804,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.978328173374613,0.9938080495356038,0.0,-0.003095975232198067,0.9876160990712074,0.9969040247678018,0.003095975232198067,0.0,0.9744582043343653,0.9883900928792569,0.001547987616099089,-0.0038699690402477227,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.07,323,2.461300309597523,1.541795665634675,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.978328173374613,0.9938080495356038,0.0,-0.003095975232198067,0.9876160990712074,0.9969040247678018,0.003095975232198067,0.0,0.9744582043343653,0.9883900928792569,0.001547987616099089,-0.0038699690402477227,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.08,323,2.458204334365325,1.5541795665634675,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.978328173374613,0.9938080495356038,0.0,-0.003095975232198067,0.9876160990712074,0.9969040247678018,0.003095975232198067,0.0,0.9744582043343653,0.9883900928792569,0.001547987616099089,-0.0038699690402477227,True,True,False,True
text-embedding-3-small,baseline - beta*q_trap,all,0.09,323,2.455108359133127,1.5820433436532508,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9752321981424149,0.9876160990712074,-0.003095975232198067,-0.009287925696594423,0.9876160990712074,0.9938080495356038,0.003095975232198067,-0.003095975232198067,0.9736842105263158,0.9860681114551083,0.0007739938080496556,-0.006191950464396356,False,True,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.10,323,2.4489164086687305,1.6222910216718267,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9752321981424149,0.9876160990712074,-0.003095975232198067,-0.009287925696594423,0.9876160990712074,0.9938080495356038,0.003095975232198067,-0.003095975232198067,0.9736842105263158,0.9860681114551083,0.0007739938080496556,-0.006191950464396356,False,True,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.11,323,2.4520123839009287,1.6377708978328174,0.9597523219814241,0.9752321981424149,0.003095975232198067,-0.006191950464396245,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9752321981424149,0.9876160990712074,-0.003095975232198067,-0.009287925696594423,0.9876160990712074,0.9938080495356038,0.003095975232198067,-0.003095975232198067,0.9736842105263158,0.9860681114551083,0.0007739938080496556,-0.006191950464396356,False,True,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.12,323,2.4520123839009287,1.6625386996904026,0.9597523219814241,0.9721362229102167,0.003095975232198067,-0.009287925696594423,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9876160990712074,0.9907120743034056,0.003095975232198067,-0.006191950464396245,0.9729102167182663,0.9845201238390092,1.1102230246251565e-16,-0.007739938080495445,False,True,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.13,323,2.476780185758514,1.6842105263157894,0.9566563467492261,0.9721362229102167,0.0,-0.009287925696594423,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9845201238390093,0.9907120743034056,0.0,-0.006191950464396245,0.9713622291021673,0.9845201238390092,-0.001547987616098867,-0.007739938080495445,False,False,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.14,323,2.476780185758514,1.7027863777089782,0.9566563467492261,0.9721362229102167,0.0,-0.009287925696594423,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9845201238390093,0.9876160990712074,0.0,-0.009287925696594423,0.9713622291021673,0.9837461300309597,-0.001547987616098867,-0.00851393188854499,False,False,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.15,323,2.4643962848297214,1.7275541795665634,0.9566563467492261,0.9659442724458205,0.0,-0.015479876160990669,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9845201238390093,0.9876160990712074,0.0,-0.009287925696594423,0.9713622291021673,0.9821981424148606,-0.001547987616098867,-0.010061919504644079,False,False,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.16,323,2.4798761609907123,1.7678018575851393,0.9566563467492261,0.9659442724458205,0.0,-0.015479876160990669,0.9721362229102167,0.9876160990712074,0.0,-0.006191950464396356,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9845201238390093,0.9876160990712074,0.0,-0.009287925696594423,0.9713622291021673,0.9821981424148606,-0.001547987616098867,-0.010061919504644079,False,False,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.17,323,2.4953560371517027,1.8142414860681115,0.9566563467492261,0.9659442724458205,0.0,-0.015479876160990669,0.9659442724458205,0.9876160990712074,-0.006191950464396245,-0.006191950464396356,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9814241486068112,0.9876160990712074,-0.003095975232198178,-0.009287925696594423,0.9690402476780187,0.9821981424148606,-0.0038699690402475007,-0.010061919504644079,False,False,True,True
text-embedding-3-small,baseline - beta*q_trap,all,0.18,323,2.498452012383901,1.8575851393188854,0.9566563467492261,0.9659442724458205,0.0,-0.015479876160990669,0.9659442724458205,0.9845201238390093,-0.006191950464396245,-0.009287925696594423,0.9721362229102167,0.9876160990712074,-0.006191950464396245,-0.009287925696594423,0.9814241486068112,0.9876160990712074,-0.003095975232198178,-0.009287925696594423,0.9690402476780187,0.9814241486068112,-0.0038699690402475007,-0.010835913312693513,False,False,True,True
